"","SCL","BM","ind","sex","year","res","season","loc","BCI","log_BCI","loc_sex_cohort","year_recode"
"7250",166,868,"1279","m",2013,3.065297735,"sp","p",5.228915663,1.6543951523254,"p_m",6
"7251",165,835,"1279","m",2019,2.167558729,"sp","p",5.060606061,1.62168383629727,"p_m",12
"7252",164.02,837,"1279","m",2010,1.796073264,"sp","p",5.103036215,1.63003164143268,"p_m",3
"7253",168.3,914,"1279","m",2015,1.710649344,"sum","p",5.430778372,1.69226658898221,"p_m",8
"7254",164,876,"1279","m",2017,0.570028002,"sp","p",5.341463415,1.67568686027008,"p_m",10
"7255",168.12,908,"1280","m",2010,1.970832899,"sp","p",5.400904116,1.68675150549057,"p_m",3
"7256",165,875,"1281","m",2020,-0.025454582,"sum","p",5.303030303,1.66846696610254,"p_m",13
"7257",166,923,"1281","m",2022,-0.595974586,"sp","p",5.560240964,1.71582127832223,"p_m",15
"7258",160,889,"1281","m",2016,-0.62428111,"sp","p",5.55625,1.71510338158888,"p_m",9
"7259",162,838,"1281","m",2019,-1.001212819,"sp","p",5.172839506,1.64361506395532,"p_m",12
"7260",163,921,"1281","m",2018,-2.592145346,"sum","p",5.650306748,1.73188680124846,"p_m",11
"7261",168,1010,"1281","m",2023,-2.70861928,"sum","p",6.011904762,1.79390795324914,"p_m",16
"7262",152.3,708,"1281","m",2012,-4.480973417,"sum","p",4.648719632,1.53680692358795,"p_m",5
"7263",159,865,"1281","m",2015,-4.930856536,"sum","p",5.440251572,1.69400910278853,"p_m",8
"7264",178,1108,"1282","m",2016,4.762073584,"sp","p",6.224719101,1.82868895391199,"p_m",9
"7265",174,981,"1282","m",2012,4.342315456,"sp","p",5.637931034,1.7296945145676,"p_m",5
"7266",178,1079,"1282","m",2018,3.704106209,"sum","p",6.061797753,1.80217136895446,"p_m",11
"7267",179,1107,"1282","m",2022,2.404723142,"sp","p",6.184357542,1.82218481209603,"p_m",15
"7268",171.04,1007,"1282","m",2010,-0.582389581,"sp","p",5.887511693,1.7730032820324,"p_m",3
"7269",176,1046,"1283","m",2013,3.147985618,"sp","p",5.943181818,1.78241289544024,"p_m",6
"7270",178.8,1153,"1283","m",2010,-0.894010612,"sp","p",6.448545861,1.86400971918155,"p_m",3
"7271",175,1115,"1283","m",2017,-1.042486289,"sp","p",6.371428571,1.85198064826063,"p_m",10
"7272",179,1021,"1284","m",2018,7.899153106,"sum","p",5.703910615,1.74132731535606,"p_m",11
"7273",177,992,"1284","m",2017,5.242967013,"sum","p",5.604519774,1.7237517862121,"p_m",10
"7274",177.8,997,"1284","m",2011,4.776359709,"sp","p",5.607424072,1.72426976598886,"p_m",4
"7275",179,1049,"1284","m",2019,4.128521674,"sp","p",5.860335196,1.768377426782,"p_m",12
"7276",181,1148,"1284","m",2023,2.938836419,"sum","p",6.342541436,1.84743719861785,"p_m",16
"7277",174,985,"1284","m",2011,2.386538737,"sum","p",5.66091954,1.73376297606242,"p_m",4
"7278",176.8,1067,"1284","m",2010,1.860505886,"sp","p",6.035067873,1.79775278554086,"p_m",3
"7279",202,1351,"1285","m",2020,12.41442509,"sum","p",6.688118812,1.90048214827483,"p_m",13
"7280",201,1350,"1285","m",2014,9.536220124,"sum","p",6.71641791,1.90470384111278,"p_m",7
"7281",199,1347,"1285","m",2013,9.377699398,"sp","p",6.768844221,1.91247807646742,"p_m",6
"7282",202,1437,"1285","m",2015,7.035293734,"sum","p",7.113861386,1.96218574941248,"p_m",8
"7283",200,1438,"1285","m",2018,5.70464707,"sp","p",7.19,1.97283024412036,"p_m",11
"7284",198,1427,"1285","m",2017,5.4926415,"sp","p",7.207070707,1.97520132977513,"p_m",10
"7285",197.1,1343,"1285","m",2011,4.718122595,"sp","p",6.813800101,1.91909673250993,"p_m",4
"7286",196.72,1419,"1285","m",2010,2.32015929,"sp","p",7.213298089,1.97606490253146,"p_m",3
"7287",170,968,"1286","m",2016,4.825591131,"sp","p",5.694117647,1.73960925463134,"p_m",9
"7288",170.26,900,"1286","m",2010,4.553113504,"sp","p",5.286033126,1.66525724279071,"p_m",3
"7289",156,914,"1287","m",2016,-6.064194958,"sp","p",5.858974359,1.76814522798208,"p_m",9
"7290",157,897,"1287","m",2021,-7.310231334,"sum","p",5.713375796,1.74298506923437,"p_m",14
"7291",154,842,"1287","m",2017,-7.635723104,"sp","p",5.467532468,1.69901029305265,"p_m",10
"7292",156,890,"1287","m",2018,-8.286213402,"sp","p",5.705128205,1.74154072099316,"p_m",11
"7293",156,870,"1287","m",2021,-8.971175847,"sp","p",5.576923077,1.71881649868353,"p_m",14
"7294",153,838,"1287","m",2010,-9.279211812,"sp","p",5.477124183,1.70076273998883,"p_m",3
"7295",155,876,"1287","m",2015,-9.527661338,"sum","p",5.651612903,1.73211789896432,"p_m",8
"7296",154.7,858,"1287","m",2011,-10.14952203,"sum","p",5.546218487,1.71329662861541,"p_m",4
"7297",165.12,923,"1288","m",2010,-1.858443234,"sp","p",5.589874031,1.72113563111639,"p_m",3
"7298",172,977,"1290","m",2019,1.179038814,"sp","p",5.680232558,1.73716820883993,"p_m",12
"7299",170,961,"1290","m",2020,0.537212754,"sum","p",5.652941176,1.73235285525548,"p_m",13
"7300",168.12,935,"1290","m",2010,0.478135859,"sp","p",5.561503688,1.71604831050337,"p_m",3
"7301",175,1122,"1290","m",2022,-1.635774557,"sum","p",6.411428571,1.85823807140951,"p_m",15
"7302",172,1122,"1290","m",2016,-2.044278171,"sp","p",6.523255814,1.87552689521014,"p_m",9
"7303",171,1021,"1290","m",2012,-2.579706236,"sum","p",5.970760234,1.78704173051197,"p_m",5
"7304",170,1051,"1290","m",2017,-2.665076604,"sp","p",6.182352941,1.82186067143152,"p_m",10
"7305",173,1109,"1290","m",2018,-2.948504256,"sum","p",6.410404624,1.85807837703629,"p_m",11
"7306",173,1125,"1290","m",2016,-4.084256568,"sum","p",6.502890173,1.87240048603283,"p_m",9
"7307",175,1197,"1290","m",2023,-5.671849601,"sum","p",6.84,1.92293391977886,"p_m",16
"7308",185,1176,"1291","m",2011,3.214000203,"sum","p",6.356756757,1.8496756039713,"p_m",4
"7309",186,1241,"1291","m",2023,2.983860912,"sum","p",6.672043011,1.89807597942745,"p_m",16
"7310",186,1253,"1291","m",2017,2.674974079,"sp","p",6.73655914,1.90769771393314,"p_m",10
"7311",187,1272,"1291","m",2016,2.069818841,"sum","p",6.802139037,1.91738412875514,"p_m",9
"7312",186,1261,"1291","m",2021,1.552262538,"sum","p",6.779569892,1.91406115328715,"p_m",14
"7313",185,1234,"1291","m",2020,1.451261391,"sum","p",6.67027027,1.89781028707249,"p_m",13
"7314",183.7,1221,"1291","m",2013,1.097819211,"sp","p",6.646706587,1.89427192104966,"p_m",6
"7315",186,1304,"1291","m",2023,0.049261174,"sp","p",7.010752688,1.94758769661383,"p_m",16
"7316",184.66,1249,"1291","m",2010,-0.341377866,"sp","p",6.763782086,1.91173004913054,"p_m",3
"7317",185.7,1280,"1291","m",2015,-0.746674085,"sum","p",6.892837911,1.93062795621398,"p_m",8
"7318",185,1296,"1291","m",2018,-1.519262031,"sp","p",7.005405405,1.94682478850224,"p_m",11
"7319",186,1277,"1291","m",2019,-1.698115936,"sp","p",6.865591398,1.92666782561104,"p_m",12
"7320",176,992,"1292","m",2011,4.013723188,"sum","p",5.636363636,1.7294165158001,"p_m",4
"7321",173.7,974,"1292","m",2011,2.672391741,"sum","p",5.607369027,1.72425995124065,"p_m",4
"7322",175.4,1030,"1292","m",2010,2.506053681,"sp","p",5.872291904,1.77041527801255,"p_m",3
"7323",175.5,1015,"1292","m",2011,1.46928379,"sp","p",5.783475783,1.75517773994507,"p_m",4
"7324",174.5,1025,"1292","m",2011,0.756164175,"sum","p",5.873925501,1.77069337926897,"p_m",4
"7325",169.04,954,"1293","m",2010,0.347719424,"sp","p",5.643634643,1.73070547327499,"p_m",3
"7326",170,1025,"1293","m",2013,-1.681994413,"sp","p",6.029411765,1.79681529447736,"p_m",6
"7327",186,1279,"1294","m",2016,2.913062866,"sp","p",6.876344086,1.92823254340331,"p_m",9
"7328",185,1244,"1294","m",2022,0.959590472,"sp","p",6.724324324,1.90588015094214,"p_m",15
"7329",185,1230,"1294","m",2019,-0.054028358,"sp","p",6.648648649,1.89456401853512,"p_m",12
"7330",184.92,1249,"1294","m",2010,-0.081377866,"sp","p",6.754272118,1.91032325453861,"p_m",3
"7331",187,1313,"1294","m",2018,-0.186255413,"sum","p",7.021390374,1.94910366919446,"p_m",11
"7332",186,1303,"1294","m",2021,-0.771295862,"sum","p",7.005376344,1.94682064071767,"p_m",14
"7333",184,1297,"1294","m",2017,-1.646995079,"sp","p",7.048913043,1.95301528242187,"p_m",10
"7334",183,1260,"1294","m",2012,-2.330454288,"sp","p",6.885245902,1.92952607470568,"p_m",5
"7335",186.3,1328,"1294","m",2011,-3.581423132,"sum","p",7.128287708,1.96421132873453,"p_m",4
"7336",170.5,1007,"1295","m",2016,3.079325529,"sp","p",5.906158358,1.77616489649801,"p_m",9
"7337",169.94,947,"1295","m",2010,1.634714952,"sp","p",5.572555019,1.71803309433376,"p_m",3
"7338",171,1044,"1295","m",2016,1.448253034,"sp","p",6.105263158,1.80931499164799,"p_m",9
"7339",170.4,982,"1295","m",2013,1.113760761,"sp","p",5.762910798,1.75161620230621,"p_m",6
"7340",175,1072,"1295","m",2015,-0.161637819,"sum","p",6.125714286,1.8126586006993,"p_m",8
"7341",170,1005,"1295","m",2017,-0.237563394,"sp","p",5.911764706,1.7771135233867,"p_m",10
"7342",170.6,1005,"1295","m",2010,-0.91181943,"sp","p",5.890973036,1.77359092221517,"p_m",3
"7343",171,1004,"1295","m",2019,-1.339905114,"sp","p",5.871345029,1.7702540479307,"p_m",12
"7344",190,1153,"1296","m",2016,14.17022866,"sp","p",6.068421053,1.80326322210414,"p_m",9
"7345",187,1151,"1296","m",2017,9.057720764,"sp","p",6.155080214,1.81744024610617,"p_m",10
"7346",189.2,1177,"1296","m",2015,8.341589066,"sum","p",6.220930233,1.82808018545855,"p_m",8
"7347",182,1057,"1296","m",2011,6.551864525,"sum","p",5.807692308,1.75935546945467,"p_m",4
"7348",175.42,965,"1296","m",2010,6.119583592,"sp","p",5.501083115,1.70512676871326,"p_m",3
"7349",171,970,"1297","m",2016,5.710398024,"sp","p",5.67251462,1.73580878813816,"p_m",9
"7350",176,1096,"1297","m",2020,-0.42836759,"sum","p",6.227272727,1.82909904347541,"p_m",13
"7351",175,1130,"1297","m",2017,-1.834066684,"sp","p",6.457142857,1.86534179302669,"p_m",10
"7352",176,1141,"1297","m",2016,-1.938234755,"sum","p",6.482954545,1.86933059351573,"p_m",9
"7353",177,1145,"1297","m",2021,-2.791815564,"sp","p",6.468926554,1.86716475667094,"p_m",14
"7354",178,1158,"1297","m",2017,-2.846197441,"sum","p",6.505617978,1.8728198093995,"p_m",10
"7355",176,1145,"1297","m",2019,-3.113662501,"sum","p",6.505681818,1.87282962090019,"p_m",12
"7356",177,1202,"1297","m",2021,-4.183691139,"sum","p",6.790960452,1.91573962625947,"p_m",14
"7357",178,1249,"1297","m",2023,-5.44237354,"sum","p",7.016853933,1.94845746374978,"p_m",16
"7358",169.3,1074,"1297","m",2010,-6.026489643,"sp","p",6.343768458,1.84763060845952,"p_m",3
"7359",176,1229,"1297","m",2018,-6.558946113,"sum","p",6.982954545,1.94361531006824,"p_m",11
"7360",171,1140,"1297","m",2011,-8.868662691,"sum","p",6.666666667,1.897269973687,"p_m",4
"7361",170,929,"1298","m",2019,1.879383574,"sp","p",5.464705882,1.69849327742294,"p_m",12
"7362",173,1021,"1298","m",2022,1.078310073,"sp","p",5.901734104,1.77541565102923,"p_m",15
"7363",168,988,"1298","m",2017,-1.340438946,"sp","p",5.880952381,1.77188874438329,"p_m",10
"7364",170,1022,"1298","m",2018,-1.514692267,"sp","p",6.011764706,1.79388466040871,"p_m",11
"7365",170.2,976,"1298","m",2011,-1.648718385,"sp","p",5.734430082,1.74666274027172,"p_m",4
"7366",168,992,"1298","m",2012,-2.275607365,"sp","p",5.904761905,1.77592846842173,"p_m",5
"7367",171,1060,"1298","m",2023,-2.372584606,"sum","p",6.198830409,1.82452193828984,"p_m",16
"7368",170,1050,"1298","m",2021,-2.774622646,"sum","p",6.176470588,1.82090889771996,"p_m",14
"7369",168.9,1009,"1298","m",2010,-2.832959732,"sp","p",5.973949082,1.78757557594026,"p_m",3
"7370",170,1069,"1298","m",2016,-4.095332914,"sum","p",6.288235294,1.83883948844076,"p_m",9
"7371",170.5,1079,"1298","m",2015,-5.041422694,"sum","p",6.328445748,1.84521267276486,"p_m",8
"7372",170,1054,"1298","m",2011,-5.288357383,"sum","p",6.2,1.82471056936774,"p_m",4
"7373",171,1092,"1298","m",2017,-6.23243326,"sum","p",6.385964912,1.85425918090537,"p_m",10
"7374",168,1088,"1298","m",2020,-8.015592459,"sum","p",6.476190476,1.86828684782766,"p_m",13
"7375",170,976,"1299","m",2019,0.1678797,"sum","p",5.741176471,1.74783831459478,"p_m",12
"7376",171,1059,"1299","m",2021,-2.272528017,"sum","p",6.192982456,1.82357824912853,"p_m",14
"7377",170,1010,"1299","m",2021,-2.516228794,"sp","p",5.941176471,1.78207547552233,"p_m",14
"7378",165.5,963,"1299","m",2017,-2.521138288,"sp","p",5.818731118,1.76125406101975,"p_m",10
"7379",162.6,917,"1299","m",2010,-4.046732781,"sp","p",5.639606396,1.7299915767517,"p_m",3
"7380",167.3,992,"1299","m",2014,-4.104632545,"sum","p",5.929468022,1.7801031343472,"p_m",7
"7381",182,1015,"1300","m",2019,9.041265879,"sp","p",5.576923077,1.71881649868353,"p_m",12
"7382",176,1026,"1300","m",2016,7.484991005,"sp","p",5.829545455,1.76311055602024,"p_m",9
"7383",178,1029,"1300","m",2022,5.643557801,"sp","p",5.780898876,1.75473215399119,"p_m",15
"7384",177,1028,"1300","m",2017,5.548680001,"sp","p",5.807909605,1.75939287769118,"p_m",10
"7385",180,1109,"1300","m",2023,4.016729374,"sum","p",6.161111111,1.81841943165748,"p_m",16
"7386",170.9,900,"1300","m",2011,3.813584681,"sum","p",5.266237566,1.6615060440977,"p_m",4
"7387",177,1058,"1301","m",2019,1.622207031,"sp","p",5.97740113,1.78815316264771,"p_m",12
"7388",179,1189,"1301","m",2023,0.969902149,"sp","p",6.642458101,1.89363262626333,"p_m",16
"7389",177.14,1091,"1301","m",2010,0.873664072,"sp","p",6.158970306,1.81807195707926,"p_m",3
"7390",179,1191,"1301","m",2022,-2.160175721,"sp","p",6.653631285,1.89531304610484,"p_m",15
"7391",170,1089,"1302","m",2016,-2.143591892,"sp","p",6.405882353,1.85737278022827,"p_m",9
"7392",171,1038,"1302","m",2019,-2.237183119,"sum","p",6.070175439,1.80355223360591,"p_m",12
"7393",171,1044,"1302","m",2020,-2.745329236,"sum","p",6.105263158,1.80931499164799,"p_m",13
"7394",169,1049,"1302","m",2017,-3.559532552,"sp","p",6.207100592,1.82585498635789,"p_m",10
"7395",168.6,1049,"1302","m",2010,-5.344362754,"sp","p",6.221826809,1.82822427441079,"p_m",3
"7396",170,1121,"1302","m",2020,-7.718289876,"sum","p",6.594117647,1.88632962482745,"p_m",13
"7397",188,1211,"1304","m",2022,6.697664625,"sum","p",6.441489362,1.86291501232067,"p_m",15
"7398",188,1205,"1304","m",2018,6.464007489,"sp","p",6.409574468,1.85794888750972,"p_m",11
"7399",185,1177,"1304","m",2017,5.685648079,"sp","p",6.362162162,1.85052544907443,"p_m",10
"7400",183,1135,"1304","m",2012,4.691395956,"sp","p",6.202185792,1.82506299750116,"p_m",5
"7401",187,1187,"1304","m",2017,4.56593648,"sum","p",6.347593583,1.84823330538149,"p_m",10
"7402",187,1215,"1304","m",2022,4.535567461,"sp","p",6.497326203,1.87154463651014,"p_m",15
"7403",190,1289,"1304","m",2023,4.426454198,"sum","p",6.784210526,1.9147453209558,"p_m",16
"7404",183.84,1154,"1304","m",2010,4.090704312,"sp","p",6.277197563,1.83708292702306,"p_m",3
"7405",186,1275,"1304","m",2016,3.143449081,"sp","p",6.85483871,1.92510065563952,"p_m",9
"7406",186.3,1258,"1304","m",2015,1.04693552,"sum","p",6.752549651,1.91006824088327,"p_m",8
"7407",175.16,995,"1305","f",2010,4.576637598,"sp","p",5.680520667,1.73721891996502,"p_f",3
"7408",182,1197,"1306","f",2021,1.03361547,"sp","p",6.576923077,1.88371905371856,"p_f",14
"7409",176,1150,"1306","f",2016,0.34301832,"sp","p",6.534090909,1.87718625807354,"p_f",9
"7410",178,1130,"1306","f",2019,0.071500087,"sp","p",6.348314607,1.84834687117359,"p_f",12
"7411",179,1195,"1306","f",2018,-0.321151367,"sp","p",6.675977654,1.89866543815754,"p_f",11
"7412",175.4,1014,"1307","m",2011,1.425232452,"sp","p",5.781071836,1.75476206759169,"p_m",4
"7413",174.18,1035,"1307","m",2010,1.009628303,"sp","p",5.942128832,1.78223573408999,"p_m",3
"7414",180,1217,"1307","m",2016,0.484049208,"sp","p",6.761111111,1.91133513582771,"p_m",9
"7415",181,1158,"1307","m",2019,-0.003511219,"sp","p",6.397790055,1.85610891858643,"p_m",12
"7416",180,1218,"1307","m",2023,-0.02747688,"sp","p",6.766666667,1.91215636976125,"p_m",16
"7417",181,1203,"1307","m",2022,-0.81230413,"sp","p",6.64640884,1.89422713061491,"p_m",15
"7418",180,1205,"1307","m",2018,-1.535992511,"sp","p",6.694444444,1.9014273614058,"p_m",11
"7419",177,1171,"1307","m",2017,-1.997719763,"sp","p",6.615819209,1.88961477245627,"p_m",10
"7420",179,1182,"1307","m",2015,-2.129685845,"sum","p",6.603351955,1.88772881885342,"p_m",8
"7421",187,1267,"1309","m",2014,0.186804561,"sum","p",6.77540107,1.91344614538559,"p_m",7
"7422",179.2,1162,"1309","m",2010,-0.991576292,"sp","p",6.484375,1.8695496418483,"p_m",3
"7423",183,1270,"1309","m",2016,-1.823433886,"sum","p",6.93989071,1.93743011066368,"p_m",9
"7424",182,1280,"1309","m",2023,-2.297735492,"sp","p",7.032967033,1.95075084723387,"p_m",16
"7425",182,1270,"1309","m",2018,-3.095470739,"sp","p",6.978021978,1.94290878919183,"p_m",11
"7426",182,1249,"1309","m",2017,-3.828811689,"sum","p",6.862637363,1.92623752905925,"p_m",10
"7427",176.7,1022,"1310","m",2010,4.248334286,"sp","p",5.783814375,1.7552362728361,"p_m",3
"7428",177,1050,"1310","m",2018,3.951994035,"sp","p",5.93220339,1.78056426782831,"p_m",11
"7429",175.6,984,"1310","m",2011,3.303692317,"sp","p",5.603644647,1.72359565522795,"p_m",4
"7430",193,1393,"1311","m",2016,3.34705572,"sp","p",7.21761658,1.97666332512702,"p_m",9
"7431",194,1395,"1311","m",2023,2.778847706,"sum","p",7.190721649,1.97293059355605,"p_m",16
"7432",193,1402,"1311","m",2022,1.68291051,"sum","p",7.264248705,1.98310252974669,"p_m",15
"7433",192,1361,"1311","m",2022,1.601338485,"sp","p",7.088541667,1.95862069346151,"p_m",15
"7434",191,1371,"1311","m",2017,1.447874973,"sp","p",7.178010471,1.97116155615297,"p_m",10
"7435",191.68,1359,"1311","m",2010,0.597263823,"sp","p",7.089941569,1.95881813412432,"p_m",3
"7436",193,1377,"1311","m",2012,0.313747811,"sum","p",7.134715026,1.96511245978299,"p_m",5
"7437",193,1414,"1311","m",2018,0.249956024,"sum","p",7.32642487,1.99162414039443,"p_m",11
"7438",189.4,1292,"1311","m",2011,-0.128495634,"sp","p",6.821541711,1.92023208732296,"p_m",4
"7439",193,1392,"1311","m",2019,-1.167691923,"sp","p",7.212435233,1.97594529178156,"p_m",12
"7440",180,978,"1312","m",2020,9.660065599,"sum","p",5.433333333,1.69273685122807,"p_m",13
"7441",179,997,"1312","m",2021,7.184383266,"sp","p",5.569832402,1.71754448657968,"p_m",14
"7442",180,1052,"1312","m",2016,6.812018909,"sum","p",5.844444444,1.76566263035662,"p_m",9
"7443",177.02,995,"1312","m",2010,6.061031326,"sp","p",5.620833804,1.72665791032558,"p_m",3
"7444",179,1018,"1312","m",2017,5.819362942,"sum","p",5.687150838,1.73838521078505,"p_m",10
"7445",177,980,"1312","m",2011,5.652835557,"sum","p",5.536723164,1.71158343505582,"p_m",4
"7446",180,1083,"1312","m",2023,5.401991343,"sum","p",6.016666667,1.7946995873418,"p_m",16
"7447",177,1035,"1312","m",2017,5.179275817,"sp","p",5.847457627,1.7661779729768,"p_m",10
"7448",180,1130,"1313","m",2016,5.494949398,"sp","p",6.277777778,1.83717534020134,"p_m",9
"7449",177.4,1033,"1313","m",2010,4.340198455,"sp","p",5.822998873,1.76198711738475,"p_m",3
"7450",178,1088,"1313","m",2017,3.382358422,"sp","p",6.112359551,1.81047646675516,"p_m",10
"7451",179,1069,"1313","m",2012,2.844130265,"sum","p",5.972067039,1.78726053736038,"p_m",5
"7452",182,1176,"1313","m",2023,2.447015836,"sum","p",6.461538462,1.86602219138357,"p_m",16
"7453",179,1122,"1313","m",2018,2.335364543,"sum","p",6.268156425,1.83564180412601,"p_m",11
"7454",179,1124,"1313","m",2019,-0.090767014,"sp","p",6.279329609,1.83742246461235,"p_m",12
"7455",176,1100,"1313","m",2011,-1.738288129,"sum","p",6.25,1.83274145094968,"p_m",4
"7456",155.63,735,"1314","m",2010,-0.95484903,"sp","p",4.722739832,1.55260082315212,"p_m",3
"7457",156.9,779,"1314","m",2011,-3.926831936,"sp","p",4.964945825,1.60260377784403,"p_m",4
"7458",165,938,"1315","m",2016,1.553487749,"sp","p",5.684848485,1.73798036584598,"p_m",9
"7459",168,968,"1315","m",2021,-0.238151485,"sum","p",5.761904762,1.75144164655015,"p_m",14
"7460",151.66,685,"1315","m",2010,-2.160595252,"sp","p",4.516682052,1.50799904195283,"p_m",3
"7461",164,935,"1315","m",2017,-2.543521551,"sp","p",5.701219512,1.74085548711882,"p_m",10
"7462",156.2,744,"1315","m",2011,-2.577954527,"sum","p",4.7631242,1.56111372168219,"p_m",4
"7463",166,977,"1315","m",2019,-3.887040668,"sum","p",5.885542169,1.77266875719006,"p_m",12
"7464",153.9,735,"1315","m",2011,-4.4650908,"sp","p",4.77582846,1.56377682419639,"p_m",4
"7465",155.2,780,"1315","m",2011,-5.495291633,"sum","p",5.025773196,1.61477826652533,"p_m",4
"7466",182,1112,"1317","m",2023,9.273287845,"sp","p",6.10989011,1.81007244342414,"p_m",16
"7467",183,1107,"1317","m",2020,6.004066604,"sum","p",6.049180328,1.80008807787954,"p_m",13
"7468",183,1164,"1317","m",2021,3.918575984,"sum","p",6.360655738,1.85028867963397,"p_m",14
"7469",161,828,"1317","m",2016,3.889108679,"sp","p",5.142857143,1.63780321497114,"p_m",9
"7470",181,1103,"1317","m",2021,3.47170032,"sp","p",6.093922652,1.80745607245074,"p_m",14
"7471",175,1037,"1317","m",2018,3.017760859,"sum","p",5.925714286,1.77946997614353,"p_m",11
"7472",174,1028,"1317","m",2019,0.309922506,"sp","p",5.908045977,1.77648439317605,"p_m",12
"7473",156,804,"1317","m",2016,0.271425972,"sp","p",5.153846154,1.63993727298866,"p_m",9
"7474",163,863,"1317","m",2017,0.256064344,"sp","p",5.294478528,1.66685334852989,"p_m",10
"7475",162,867,"1317","m",2016,-1.313858306,"sum","p",5.351851852,1.67762947533239,"p_m",9
"7476",153,802,"1319","m",2019,-7.975954249,"sp","p",5.241830065,1.65686144127798,"p_m",12
"7477",166,965,"1320","m",2016,0.998380793,"sp","p",5.813253012,1.76031231890567,"p_m",9
"7478",168,965,"1320","m",2018,-0.015974027,"sum","p",5.744047619,1.74833820003921,"p_m",11
"7479",163.34,869,"1320","m",2010,-0.653049154,"sp","p",5.320191013,1.67169715292143,"p_m",3
"7480",167,950,"1320","m",2016,-0.74387015,"sum","p",5.688622754,1.73864394611606,"p_m",9
"7481",164.3,871,"1320","m",2012,-1.2291953,"sum","p",5.30127815,1.66813656782613,"p_m",5
"7482",197.8,1200,"1321","m",2011,14.73577547,"sum","p",6.066734075,1.80298523636645,"p_m",4
"7483",196.56,1340,"1321","m",2010,6.527680259,"sp","p",6.817256817,1.91960384050411,"p_m",3
"7484",198,1396,"1321","m",2018,6.004617617,"sp","p",7.050505051,1.9532410764514,"p_m",11
"7485",196,1422,"1321","m",2017,3.756501631,"sp","p",7.255102041,1.98184277569631,"p_m",10
"7486",196,1424,"1321","m",2017,3.650957578,"sp","p",7.265306122,1.98324806365748,"p_m",10
"7487",175,996,"1322","m",2017,3.023951002,"sum","p",5.691428571,1.73913697096311,"p_m",10
"7488",174,1092,"1322","m",2018,-1.347976513,"sp","p",6.275862069,1.83687018506178,"p_m",11
"7489",173,1130,"1322","m",2016,-1.505050602,"sp","p",6.531791908,1.87683440290986,"p_m",9
"7490",175,1116,"1322","m",2016,-1.603893838,"sum","p",6.377142857,1.85287696673778,"p_m",9
"7491",175,1123,"1322","m",2022,-1.688207825,"sum","p",6.417142857,1.85912880124331,"p_m",15
"7492",171.92,1051,"1322","m",2010,-2.134932905,"sp","p",6.113308516,1.81063168277782,"p_m",3
"7493",174,1096,"1322","m",2019,-2.422564467,"sum","p",6.298850575,1.84052591486224,"p_m",12
"7494",173,1071,"1322","m",2011,-3.193766571,"sum","p",6.190751445,1.82321799417037,"p_m",4
"7495",174,1100,"1322","m",2021,-3.366619974,"sp","p",6.32183908,1.84416832880797,"p_m",14
"7496",172,1098,"1322","m",2021,-3.43011796,"sum","p",6.38372093,1.85390778140324,"p_m",14
"7497",176,1155,"1322","m",2015,-3.664801329,"sum","p",6.5625,1.88152399726133,"p_m",8
"7498",169,1060,"1323","m",2016,-1.473291828,"sp","p",6.272189349,1.83628489341914,"p_m",9
"7499",168,1061,"1323","m",2016,-2.530888382,"sp","p",6.31547619,1.84316148778825,"p_m",9
"7500",167.76,993,"1323","m",2010,-3.088398523,"sp","p",5.919170243,1.77836520574595,"p_m",3
"7501",168,1035,"1323","m",2018,-4.226587912,"sp","p",6.160714286,1.81835503201088,"p_m",11
"7502",167,986,"1323","m",2017,-4.428508971,"sum","p",5.904191617,1.7758318990805,"p_m",10
"7503",165.9,967,"1323","m",2011,-5.445180426,"sp","p",5.828812538,1.76298484512845,"p_m",4
"7504",166,1004,"1323","m",2011,-6.62538918,"sum","p",6.048192771,1.79992483685968,"p_m",4
"7505",167,1027,"1323","m",2019,-6.633820311,"sp","p",6.149700599,1.81656599386679,"p_m",12
"7506",167,1062,"1323","m",2016,-6.721717458,"sum","p",6.359281437,1.85007262747361,"p_m",9
"7507",178,1082,"1324","m",2021,1.603458262,"sp","p",6.078651685,1.8049474056857,"p_m",14
"7508",179,1124,"1324","m",2022,1.480874563,"sp","p",6.279329609,1.83742246461235,"p_m",15
"7509",178,1082,"1324","m",2019,1.272034651,"sp","p",6.078651685,1.8049474056857,"p_m",12
"7510",178,1171,"1324","m",2016,1.133490688,"sp","p",6.578651685,1.88398180852576,"p_m",9
"7511",179.4,1124,"1324","m",2014,0.599257266,"sum","p",6.265328874,1.83519067662986,"p_m",7
"7512",175.84,1106,"1324","m",2010,-1.255612061,"sp","p",6.289808917,1.83908966610021,"p_m",3
"7513",170,1063,"1324","m",2013,-3.799173404,"sp","p",6.252941176,1.83321185317114,"p_m",6
"7514",166,854,"1325","m",2022,3.153763766,"sp","p",5.144578313,1.63813776588473,"p_m",15
"7515",160,788,"1325","m",2017,1.213966318,"sp","p",4.925,1.59452729969835,"p_m",10
"7516",162,816,"1325","m",2015,0.727637584,"sum","p",5.037037037,1.61701652943178,"p_m",8
"7517",162,818,"1325","m",2019,0.123930831,"sp","p",5.049382716,1.61946402576224,"p_m",12
"7518",162,827,"1325","m",2021,-0.653766727,"sp","p",5.104938272,1.63040422943952,"p_m",14
"7519",161,836,"1325","m",2016,-0.659275569,"sum","p",5.192546584,1.64741681331913,"p_m",9
