"","SCL","BM","ind","sex","year","res","season","loc","BCI","log_BCI","loc_sex_cohort","year_recode"
"2172",166,1016,"376","m",2023,-5.028295119,"sum","p",6.120481928,1.81180421230988,"p_m",16
"2173",166,1029,"376","m",2022,-5.759480668,"sum","p",6.198795181,1.82451625618279,"p_m",15
"2174",159.5,895,"376","m",2010,-5.930461119,"sp","p",5.611285266,1.72495799238099,"p_m",3
"2175",162,965,"376","m",2017,-6.126682341,"sp","p",5.956790123,1.78469962758806,"p_m",10
"2176",163,972,"376","m",2014,-7.28400979,"sum","p",5.963190184,1.78577328505938,"p_m",7
"2177",157.19,832,"376","m",2008,-7.6408,"sum","p",5.292957567,1.66656608847245,"p_m",1
"2178",155.08,846,"376","m",2009,-8.1036,"sp","p",5.455248904,1.69676153973519,"p_m",2
"2179",189.86,1226,"377","m",2008,3.5956,"sum","p",6.457389656,1.86538000746231,"p_m",1
"2180",165.96,951,"378","m",2010,-2.56642535,"sp","p",5.730296457,1.74594176290036,"p_m",3
"2181",165.77,939,"378","m",2009,-2.6774,"sp","p",5.664474875,1.73439071709209,"p_m",2
"2182",164.65,969,"378","m",2008,-7.6336,"sum","p",5.885211054,1.77261250611713,"p_m",1
"2183",179.43,1046,"379","m",2008,2.9576,"sum","p",5.829571421,1.76311500945301,"p_m",1
"2184",183.5,1165,"380","m",2014,2.401980616,"sum","p",6.348773842,1.84841919683728,"p_m",7
"2185",178,1142,"380","m",2016,0.008391608,"sum","p",6.415730337,1.85890869466581,"p_m",9
"2186",179,1151,"380","m",2019,-0.44318471,"sum","p",6.430167598,1.8611561077679,"p_m",12
"2187",176,1144,"380","m",2017,-1.572875052,"sp","p",6.5,1.87195601122233,"p_m",10
"2188",174.18,1068,"380","m",2008,-3.4892,"sum","p",6.131588012,1.81361684878009,"p_m",1
"2189",176.8,1160,"380","m",2011,-4.133849972,"sum","p",6.561085973,1.88130853609892,"p_m",4
"2190",186,1213,"382","m",2016,6.714435424,"sp","p",6.521505376,1.87525856225225,"p_m",9
"2191",186,1140,"382","m",2019,6.009118066,"sp","p",6.129032258,1.81320001225075,"p_m",12
"2192",184,1221,"382","m",2016,4.253662992,"sp","p",6.635869565,1.89264040126614,"p_m",9
"2193",186,1212,"382","m",2018,4.080679065,"sp","p",6.516129032,1.87443394644839,"p_m",11
"2194",185,1178,"382","m",2017,3.058722505,"sum","p",6.367567568,1.85137457271111,"p_m",10
"2195",182.7,1156,"382","m",2010,2.840134161,"sp","p",6.327312534,1.84503361831023,"p_m",3
"2196",182.02,1120,"382","m",2008,1.522,"sum","p",6.153169981,1.81712989774036,"p_m",1
"2197",180,1193,"382","m",2011,-2.691408986,"sum","p",6.627777778,1.89142043999408,"p_m",4
"2198",152,764,"383","m",2016,-1.424711871,"sp","p",5.026315789,1.6148862013171,"p_m",9
"2199",153,719,"383","m",2017,-3.809190241,"sum","p",4.699346405,1.54763620919156,"p_m",10
"2200",152,750,"383","m",2018,-4.61964491,"sp","p",4.934210526,1.59639533175264,"p_m",11
"2201",152,727,"383","m",2019,-4.756665562,"sp","p",4.782894737,1.56525501327081,"p_m",12
"2202",150,723,"383","m",2010,-5.921428123,"sp","p",4.82,1.57298137542349,"p_m",3
"2203",178,1192,"384","m",2011,-4.638149621,"sum","p",6.696629213,1.90175361497169,"p_m",4
"2204",174.66,1134,"384","m",2008,-6.5996,"sum","p",6.492614222,1.87081926661889,"p_m",1
"2205",185.52,1037,"386","m",2010,12.23905815,"sp","p",5.589693834,1.72110340003714,"p_m",3
"2206",186,1245,"386","m",2016,4.871345699,"sp","p",6.693548387,1.9012935216028,"p_m",9
"2207",186,1202,"386","m",2012,3.927684225,"sp","p",6.462365591,1.86615017144558,"p_m",5
"2208",188,1231,"386","m",2011,3.284735181,"sum","p",6.54787234,1.87929287299355,"p_m",4
"2209",186,1202,"386","m",2019,2.521172752,"sp","p",6.462365591,1.86615017144558,"p_m",12
"2210",185,1197,"386","m",2021,2.405736199,"sp","p",6.47027027,1.86737242154508,"p_m",14
"2211",182.78,1150,"386","m",2009,2.39,"sp","p",6.291716818,1.83939290400901,"p_m",2
"2212",184,1228,"386","m",2017,1.994274737,"sp","p",6.673913043,1.89835617693554,"p_m",10
"2213",184.5,1168,"386","m",2011,1.909138476,"sp","p",6.330623306,1.84555664972481,"p_m",4
"2214",183.41,1142,"386","m",2008,1.7152,"sum","p",6.226487105,1.8289728974977,"p_m",1
"2215",186,1273,"386","m",2018,1.017225206,"sum","p",6.844086022,1.92353102579074,"p_m",11
"2216",184,1239,"386","m",2017,-1.281271662,"sum","p",6.733695652,1.90727261982865,"p_m",10
"2217",178,1090,"387","m",2016,5.798811555,"sp","p",6.123595506,1.81231271441333,"p_m",9
"2218",178.13,1032,"387","m",2009,4.4188,"sp","p",5.793521585,1.7569129168695,"p_m",2
"2219",178,1090,"387","m",2022,2.328571722,"sp","p",6.123595506,1.81231271441333,"p_m",15
"2220",176,1086,"387","m",2019,0.126639214,"sum","p",6.170454545,1.81993455486645,"p_m",12
"2221",175,1147,"387","m",2016,-0.484192018,"sp","p",6.554285714,1.88027170345112,"p_m",9
"2222",178.8,1148,"387","m",2015,-0.485016455,"sum","p",6.420581655,1.85966445106648,"p_m",8
"2223",178.3,1130,"387","m",2014,-0.836929561,"sum","p",6.337633202,1.84666316192696,"p_m",7
"2224",175,1092,"387","m",2020,-1.221980025,"sum","p",6.24,1.83114042595191,"p_m",13
"2225",174.66,1049,"387","m",2008,-1.9756,"sum","p",6.005954426,1.79291786902386,"p_m",1
"2226",176.7,1120,"387","m",2012,-2.193043453,"sum","p",6.338426712,1.84678834038588,"p_m",5
"2227",175.5,1138,"387","m",2011,-4.262143963,"sum","p",6.484330484,1.86954277776522,"p_m",4
"2228",190.36,1325,"388","m",2008,-1.29,"sum","p",6.960495903,1.94039437984444,"p_m",1
"2229",190.6,1397,"388","m",2013,-1.808062433,"sp","p",7.329485834,1.9920417939204,"p_m",6
"2230",192,1406,"388","m",2011,-2.035653528,"sum","p",7.322916667,1.99114524867544,"p_m",4
"2231",191.24,1430,"388","m",2009,-3.37,"sum","p",7.477515164,2.01203426479454,"p_m",2
"2232",190.01,1402,"388","m",2009,-4.6432,"sp","p",7.378559023,1.99871388384607,"p_m",2
"2233",174.5,1054,"389","m",2011,-1.712714035,"sp","p",6.040114613,1.79858853349773,"p_m",4
"2234",174,1110,"389","m",2017,-1.778626157,"sp","p",6.379310345,1.85321673959057,"p_m",10
"2235",175,1111,"389","m",2022,-1.812652994,"sp","p",6.348571429,1.84838731913088,"p_m",15
"2236",175,1173,"389","m",2016,-1.98170242,"sp","p",6.702857143,1.90268305373436,"p_m",9
"2237",174.5,1084,"389","m",2011,-2.386138304,"sum","p",6.212034384,1.82664940526872,"p_m",4
"2238",174,1111,"389","m",2020,-3.202320962,"sum","p",6.385057471,1.85411709378232,"p_m",13
"2239",174.4,1133,"389","m",2013,-3.299239967,"sp","p",6.496559633,1.87142666532902,"p_m",6
"2240",172.9,1100,"389","m",2010,-3.863901608,"sp","p",6.362058994,1.85050923562053,"p_m",3
"2241",175,1167,"389","m",2018,-4.143551153,"sum","p",6.668571429,1.89755560433995,"p_m",11
"2242",175,1133,"389","m",2019,-4.597081656,"sp","p",6.474285714,1.86799273232638,"p_m",12
"2243",176,1197,"389","m",2023,-4.671849601,"sum","p",6.801136364,1.9172367340171,"p_m",16
"2244",177.5,1187,"389","m",2011,-4.871852801,"sum","p",6.687323944,1.90036331121226,"p_m",4
"2245",173.74,1159,"389","m",2009,-6.507,"sum","p",6.670887533,1.89790280834962,"p_m",2
"2246",173.78,1123,"389","m",2008,-6.8812,"sum","p",6.462193578,1.86612355755742,"p_m",1
